Year,Country,Receiver,Reg,Giver,GiverReg,Score
2004,Serbia and Montenegro,Serbia and Montenegro (R),SE,Estonia,E,1
2004,Albania,Albania (R),SE,Latvia,E,1
2004,Bosnia-Herzegovina,Bosnia-Herzegovina (R),SE,Latvia,E,0
2004,Croatia,Croatia (R),SE,Latvia,E,0
2004,Macedonia,Macedonia (R),SE,Latvia,E,0
2004,Serbia and Montenegro,Serbia and Montenegro (R),SE,Latvia,E,5
2004,Albania,Albania (R),SE,Lithuania,E,0
2004,Bosnia-Herzegovina,Bosnia-Herzegovina (R),SE,Lithuania,E,0
2004,Croatia,Croatia (R),SE,Lithuania,E,0
2004,Macedonia,Macedonia (R),SE,Lithuania,E,0
2004,Serbia and Montenegro,Serbia and Montenegro (R),SE,Lithuania,E,2
2004,Albania,Albania (R),SE,Ukraine,E,0
2004,Bosnia-Herzegovina,Bosnia-Herzegovina (R),SE,Ukraine,E,0
2004,Croatia,Croatia (R),SE,Ukraine,E,7
2004,Macedonia,Macedonia (R),SE,Ukraine,E,3
2004,Serbia and Montenegro,Serbia and Montenegro (R),SE,Ukraine,E,12
2004,Austria,Austria (R),C,Belarus,E,0
2004,Germany,Germany (R),C,Belarus,E,0
2004,Austria,Austria (R),C,Estonia,E,0
2004,Germany,Germany (R),C,Estonia,E,2
2004,Austria,Austria (R),C,Latvia,E,0
2004,Germany,Germany (R),C,Latvia,E,0
2004,Austria,Austria (R),C,Lithuania,E,0
2004,Germany,Germany (R),C,Lithuania,E,1
2004,Austria,Austria (R),C,Ukraine,E,0
2004,Germany,Germany (R),C,Ukraine,E,0
2004,Cyprus,Cyprus (R),S,Belarus,E,8
2004,Greece,Greece (R),S,Belarus,E,6
2004,Malta,Malta (R),S,Belarus,E,0
2004,Spain,Spain (R),S,Belarus,E,2
2004,Cyprus,Cyprus (R),S,Estonia,E,7
2004,Greece,Greece (R),S,Estonia,E,5
2004,Malta,Malta (R),S,Estonia,E,6
2004,Spain,Spain (R),S,Estonia,E,0
2004,Cyprus,Cyprus (R),S,Latvia,E,4
2004,Greece,Greece (R),S,Latvia,E,7
2004,Malta,Malta (R),S,Latvia,E,6
2004,Spain,Spain (R),S,Latvia,E,0
2004,Cyprus,Cyprus (R),S,Lithuania,E,5
2004,Greece,Greece (R),S,Lithuania,E,10
2004,Malta,Malta (R),S,Lithuania,E,4
2004,Spain,Spain (R),S,Lithuania,E,0
2004,Cyprus,Cyprus (R),S,Ukraine,E,4
2004,Greece,Greece (R),S,Ukraine,E,8
2004,Malta,Malta (R),S,Ukraine,E,1
2004,Spain,Spain (R),S,Ukraine,E,0
2004,Belgium,Belgium (R),W,Belarus,E,0
2004,France,France (R),W,Belarus,E,0
2004,Ireland,Ireland (R),W,Belarus,E,0
2004,Netherlands,Netherlands (R),W,Belarus,E,0
2004,United Kingdom,United Kingdom (R),W,Belarus,E,1
2004,Belgium,Belgium (R),W,Estonia,E,0
2004,France,France (R),W,Estonia,E,0
2004,Ireland,Ireland (R),W,Estonia,E,0
2004,Netherlands,Netherlands (R),W,Estonia,E,3
2004,United Kingdom,United Kingdom (R),W,Estonia,E,4
2004,Belgium,Belgium (R),W,Latvia,E,0
2004,France,France (R),W,Latvia,E,0
2004,Ireland,Ireland (R),W,Latvia,E,0
2004,Netherlands,Netherlands (R),W,Latvia,E,0
2004,United Kingdom,United Kingdom (R),W,Latvia,E,3
2004,Belgium,Belgium (R),W,Lithuania,E,0
2004,France,France (R),W,Lithuania,E,0
2004,Ireland,Ireland (R),W,Lithuania,E,0
2004,Netherlands,Netherlands (R),W,Lithuania,E,0
2004,United Kingdom,United Kingdom (R),W,Lithuania,E,0
2004,Belgium,Belgium (R),W,Ukraine,E,0
2004,France,France (R),W,Ukraine,E,0
2004,Ireland,Ireland (R),W,Ukraine,E,0
2004,Netherlands,Netherlands (R),W,Ukraine,E,0
2004,United Kingdom,United Kingdom (R),W,Ukraine,E,0
2004,Iceland,Iceland (R),N,Belarus,E,0
2004,Norway,Norway (R),N,Belarus,E,0
2004,Sweden,Sweden (R),N,Belarus,E,4
2004,Iceland,Iceland (R),N,Estonia,E,0
2004,Norway,Norway (R),N,Estonia,E,0
2004,Sweden,Sweden (R),N,Estonia,E,10
2004,Iceland,Iceland (R),N,Latvia,E,0
2004,Norway,Norway (R),N,Latvia,E,0
2004,Sweden,Sweden (R),N,Latvia,E,8
2004,Iceland,Iceland (R),N,Lithuania,E,0
2004,Norway,Norway (R),N,Lithuania,E,0
2004,Sweden,Sweden (R),N,Lithuania,E,6
2004,Iceland,Iceland (R),N,Ukraine,E,0
2004,Norway,Norway (R),N,Ukraine,E,0
2004,Sweden,Sweden (R),N,Ukraine,E,2
2004,Russia,Russia (R),A,Poland,CE,0
2004,Turkey,Turkey (R),A,Poland,CE,8
2004,Russia,Russia (R),A,Romania,CE,0
2004,Turkey,Turkey (R),A,Romania,CE,10
2004,Ukraine,Ukraine (R),E,Poland,CE,12
2004,Ukraine,Ukraine (R),E,Romania,CE,6
2004,Romania,Romania (R),CE,Poland,CE,0
2004,Poland,Poland (R),CE,Romania,CE,0
2004,Albania,Albania (R),SE,Poland,CE,0
2004,Bosnia-Herzegovina,Bosnia-Herzegovina (R),SE,Poland,CE,0
2004,Croatia,Croatia (R),SE,Poland,CE,0
2004,Macedonia,Macedonia (R),SE,Poland,CE,0
2004,Serbia and Montenegro,Serbia and Montenegro (R),SE,Poland,CE,5
2004,Albania,Albania (R),SE,Romania,CE,1
2004,Bosnia-Herzegovina,Bosnia-Herzegovina (R),SE,Romania,CE,0
2004,Croatia,Croatia (R),SE,Romania,CE,0
2004,Macedonia,Macedonia (R),SE,Romania,CE,0
2004,Serbia and Montenegro,Serbia and Montenegro (R),SE,Romania,CE,8
2004,Austria,Austria (R),C,Poland,CE,0
2004,Germany,Germany (R),C,Poland,CE,6
2004,Austria,Austria (R),C,Romania,CE,0
2004,Germany,Germany (R),C,Romania,CE,4
2004,Cyprus,Cyprus (R),S,Poland,CE,4
2004,Greece,Greece (R),S,Poland,CE,7
2004,Malta,Malta (R),S,Poland,CE,3
2004,Spain,Spain (R),S,Poland,CE,1
2004,Cyprus,Cyprus (R),S,Romania,CE,3
2004,Greece,Greece (R),S,Romania,CE,12
2004,Malta,Malta (R),S,Romania,CE,0
2004,Spain,Spain (R),S,Romania,CE,5
2004,Belgium,Belgium (R),W,Poland,CE,0
2004,France,France (R),W,Poland,CE,0
2004,Ireland,Ireland (R),W,Poland,CE,0
2004,Netherlands,Netherlands (R),W,Poland,CE,0
2004,United Kingdom,United Kingdom (R),W,Poland,CE,2
2004,Belgium,Belgium (R),W,Romania,CE,0
2004,France,France (R),W,Romania,CE,0
2004,Ireland,Ireland (R),W,Romania,CE,0
2004,Netherlands,Netherlands (R),W,Romania,CE,0
2004,United Kingdom,United Kingdom (R),W,Romania,CE,2
2004,Iceland,Iceland (R),N,Poland,CE,0
2004,Norway,Norway (R),N,Poland,CE,0
2004,Sweden,Sweden (R),N,Poland,CE,10
2004,Iceland,Iceland (R),N,Romania,CE,0
2004,Norway,Norway (R),N,Romania,CE,0
2004,Sweden,Sweden (R),N,Romania,CE,7
2004,Russia,Russia (R),A,Albania,SE,0
2004,Turkey,Turkey (R),A,Albania,SE,8
2004,Russia,Russia (R),A,Bosnia-Herzegovina,SE,0
2004,Turkey,Turkey (R),A,Bosnia-Herzegovina,SE,7
2004,Russia,Russia (R),A,Croatia,SE,0
2004,Turkey,Turkey (R),A,Croatia,SE,3
2004,Russia,Russia (R),A,Macedonia,SE,0
2004,Turkey,Turkey (R),A,Macedonia,SE,6
2004,Russia,Russia (R),A,Serbia and Montenegro,SE,1
2004,Turkey,Turkey (R),A,Serbia and Montenegro,SE,2
2004,Ukraine,Ukraine (R),E,Albania,SE,5
2004,Ukraine,Ukraine (R),E,Bosnia-Herzegovina,SE,6
2004,Ukraine,Ukraine (R),E,Croatia,SE,8
2004,Ukraine,Ukraine (R),E,Macedonia,SE,8
2004,Ukraine,Ukraine (R),E,Serbia and Montenegro,SE,10
2004,Poland,Poland (R),CE,Albania,SE,0
2004,Romania,Romania (R),CE,Albania,SE,0
2004,Poland,Poland (R),CE,Bosnia-Herzegovina,SE,0
2004,Romania,Romania (R),CE,Bosnia-Herzegovina,SE,0
2004,Poland,Poland (R),CE,Croatia,SE,0
2004,Romania,Romania (R),CE,Croatia,SE,0
2004,Poland,Poland (R),CE,Macedonia,SE,0
2004,Romania,Romania (R),CE,Macedonia,SE,0
2004,Poland,Poland (R),CE,Serbia and Montenegro,SE,0
2004,Romania,Romania (R),CE,Serbia and Montenegro,SE,0
2004,Bosnia-Herzegovina,Bosnia-Herzegovina (R),SE,Albania,SE,10
2004,Croatia,Croatia (R),SE,Albania,SE,0
2004,Macedonia,Macedonia (R),SE,Albania,SE,6
2004,Serbia and Montenegro,Serbia and Montenegro (R),SE,Albania,SE,7
2004,Albania,Albania (R),SE,Bosnia-Herzegovina,SE,4
2004,Croatia,Croatia (R),SE,Bosnia-Herzegovina,SE,10
2004,Macedonia,Macedonia (R),SE,Bosnia-Herzegovina,SE,8
2004,Serbia and Montenegro,Serbia and Montenegro (R),SE,Bosnia-Herzegovina,SE,12
2004,Albania,Albania (R),SE,Croatia,SE,6
2004,Bosnia-Herzegovina,Bosnia-Herzegovina (R),SE,Croatia,SE,10
2004,Macedonia,Macedonia (R),SE,Croatia,SE,5
2004,Serbia and Montenegro,Serbia and Montenegro (R),SE,Croatia,SE,12
2004,Albania,Albania (R),SE,Macedonia,SE,12
2004,Bosnia-Herzegovina,Bosnia-Herzegovina (R),SE,Macedonia,SE,4
2004,Croatia,Croatia (R),SE,Macedonia,SE,5
2004,Serbia and Montenegro,Serbia and Montenegro (R),SE,Macedonia,SE,10
2004,Albania,Albania (R),SE,Serbia and Montenegro,SE,8
2004,Bosnia-Herzegovina,Bosnia-Herzegovina (R),SE,Serbia and Montenegro,SE,6
2004,Croatia,Croatia (R),SE,Serbia and Montenegro,SE,5
2004,Macedonia,Macedonia (R),SE,Serbia and Montenegro,SE,12
2004,Austria,Austria (R),C,Albania,SE,0
2004,Germany,Germany (R),C,Albania,SE,2
2004,Austria,Austria (R),C,Bosnia-Herzegovina,SE,0
2004,Germany,Germany (R),C,Bosnia-Herzegovina,SE,3
2004,Austria,Austria (R),C,Croatia,SE,0
2004,Germany,Germany (R),C,Croatia,SE,1
2004,Austria,Austria (R),C,Macedonia,SE,0
2004,Germany,Germany (R),C,Macedonia,SE,0
2004,Austria,Austria (R),C,Serbia and Montenegro,SE,0
2004,Germany,Germany (R),C,Serbia and Montenegro,SE,0
2004,Cyprus,Cyprus (R),S,Albania,SE,0
2004,Greece,Greece (R),S,Albania,SE,12
2004,Malta,Malta (R),S,Albania,SE,3
2004,Spain,Spain (R),S,Albania,SE,0
2004,Cyprus,Cyprus (R),S,Bosnia-Herzegovina,SE,0
2004,Greece,Greece (R),S,Bosnia-Herzegovina,SE,5
2004,Malta,Malta (R),S,Bosnia-Herzegovina,SE,1
2004,Spain,Spain (R),S,Bosnia-Herzegovina,SE,0
2004,Cyprus,Cyprus (R),S,Croatia,SE,4
2004,Greece,Greece (R),S,Croatia,SE,7
2004,Malta,Malta (R),S,Croatia,SE,2
2004,Spain,Spain (R),S,Croatia,SE,0
2004,Cyprus,Cyprus (R),S,Macedonia,SE,0
2004,Greece,Greece (R),S,Macedonia,SE,7
2004,Malta,Malta (R),S,Macedonia,SE,3
2004,Spain,Spain (R),S,Macedonia,SE,1
2004,Cyprus,Cyprus (R),S,Serbia and Montenegro,SE,3
2004,Greece,Greece (R),S,Serbia and Montenegro,SE,7
2004,Malta,Malta (R),S,Serbia and Montenegro,SE,0
2004,Spain,Spain (R),S,Serbia and Montenegro,SE,0
2004,Belgium,Belgium (R),W,Albania,SE,0
2004,France,France (R),W,Albania,SE,1
2004,Ireland,Ireland (R),W,Albania,SE,0
2004,Netherlands,Netherlands (R),W,Albania,SE,0
2004,United Kingdom,United Kingdom (R),W,Albania,SE,0
2004,Belgium,Belgium (R),W,Bosnia-Herzegovina,SE,0
2004,France,France (R),W,Bosnia-Herzegovina,SE,0
2004,Ireland,Ireland (R),W,Bosnia-Herzegovina,SE,0
2004,Netherlands,Netherlands (R),W,Bosnia-Herzegovina,SE,0
2004,United Kingdom,United Kingdom (R),W,Bosnia-Herzegovina,SE,0
2004,Belgium,Belgium (R),W,Croatia,SE,0
2004,France,France (R),W,Croatia,SE,0
2004,Ireland,Ireland (R),W,Croatia,SE,0
2004,Netherlands,Netherlands (R),W,Croatia,SE,0
2004,United Kingdom,United Kingdom (R),W,Croatia,SE,0
2004,Belgium,Belgium (R),W,Macedonia,SE,0
2004,France,France (R),W,Macedonia,SE,0
2004,Ireland,Ireland (R),W,Macedonia,SE,0
2004,Netherlands,Netherlands (R),W,Macedonia,SE,0
2004,United Kingdom,United Kingdom (R),W,Macedonia,SE,0
2004,Belgium,Belgium (R),W,Serbia and Montenegro,SE,0
2004,France,France (R),W,Serbia and Montenegro,SE,0
2004,Ireland,Ireland (R),W,Serbia and Montenegro,SE,0
2004,Netherlands,Netherlands (R),W,Serbia and Montenegro,SE,0
2004,United Kingdom,United Kingdom (R),W,Serbia and Montenegro,SE,0
2004,Iceland,Iceland (R),N,Albania,SE,0
2004,Norway,Norway (R),N,Albania,SE,0
2004,Sweden,Sweden (R),N,Albania,SE,4
2004,Iceland,Iceland (R),N,Bosnia-Herzegovina,SE,0
2004,Norway,Norway (R),N,Bosnia-Herzegovina,SE,0
2004,Sweden,Sweden (R),N,Bosnia-Herzegovina,SE,2
2004,Iceland,Iceland (R),N,Croatia,SE,0
2004,Norway,Norway (R),N,Croatia,SE,0
2004,Sweden,Sweden (R),N,Croatia,SE,0
2004,Iceland,Iceland (R),N,Macedonia,SE,0
2004,Norway,Norway (R),N,Macedonia,SE,0
2004,Sweden,Sweden (R),N,Macedonia,SE,2
2004,Iceland,Iceland (R),N,Serbia and Montenegro,SE,0
2004,Norway,Norway (R),N,Serbia and Montenegro,SE,0
2004,Sweden,Sweden (R),N,Serbia and Montenegro,SE,4
2004,Russia,Russia (R),A,Austria,C,0
2004,Turkey,Turkey (R),A,Austria,C,8
2004,Russia,Russia (R),A,Germany,C,0
2004,Turkey,Turkey (R),A,Germany,C,12
2004,Russia,Russia (R),A,Slovenia,C,0
2004,Turkey,Turkey (R),A,Slovenia,C,0
2004,Russia,Russia (R),A,Switzerland,C,0
2004,Turkey,Turkey (R),A,Switzerland,C,8
2004,Ukraine,Ukraine (R),E,Austria,C,4
2004,Ukraine,Ukraine (R),E,Germany,C,6
2004,Ukraine,Ukraine (R),E,Slovenia,C,8
2004,Ukraine,Ukraine (R),E,Switzerland,C,0
2004,Poland,Poland (R),CE,Austria,C,0
2004,Romania,Romania (R),CE,Austria,C,0
2004,Poland,Poland (R),CE,Germany,C,4
2004,Romania,Romania (R),CE,Germany,C,0
2004,Poland,Poland (R),CE,Slovenia,C,0
2004,Romania,Romania (R),CE,Slovenia,C,0
2004,Poland,Poland (R),CE,Switzerland,C,0
2004,Romania,Romania (R),CE,Switzerland,C,0
2004,Albania,Albania (R),SE,Austria,C,5
2004,Bosnia-Herzegovina,Bosnia-Herzegovina (R),SE,Austria,C,7
2004,Croatia,Croatia (R),SE,Austria,C,3
2004,Macedonia,Macedonia (R),SE,Austria,C,0
2004,Serbia and Montenegro,Serbia and Montenegro (R),SE,Austria,C,12
2004,Albania,Albania (R),SE,Germany,C,5
2004,Bosnia-Herzegovina,Bosnia-Herzegovina (R),SE,Germany,C,0
2004,Croatia,Croatia (R),SE,Germany,C,1
2004,Macedonia,Macedonia (R),SE,Germany,C,0
2004,Serbia and Montenegro,Serbia and Montenegro (R),SE,Germany,C,10
2004,Albania,Albania (R),SE,Slovenia,C,4
2004,Bosnia-Herzegovina,Bosnia-Herzegovina (R),SE,Slovenia,C,10
2004,Croatia,Croatia (R),SE,Slovenia,C,5
2004,Macedonia,Macedonia (R),SE,Slovenia,C,7
2004,Serbia and Montenegro,Serbia and Montenegro (R),SE,Slovenia,C,12
2004,Albania,Albania (R),SE,Switzerland,C,7
2004,Bosnia-Herzegovina,Bosnia-Herzegovina (R),SE,Switzerland,C,5
2004,Croatia,Croatia (R),SE,Switzerland,C,3
2004,Macedonia,Macedonia (R),SE,Switzerland,C,1
2004,Serbia and Montenegro,Serbia and Montenegro (R),SE,Switzerland,C,12
2004,Germany,Germany (R),C,Austria,C,10
2004,Austria,Austria (R),C,Germany,C,0
2004,Austria,Austria (R),C,Slovenia,C,0
2004,Germany,Germany (R),C,Slovenia,C,3
2004,Austria,Austria (R),C,Switzerland,C,0
2004,Germany,Germany (R),C,Switzerland,C,10
2004,Cyprus,Cyprus (R),S,Austria,C,6
2004,Greece,Greece (R),S,Austria,C,2
2004,Malta,Malta (R),S,Austria,C,0
2004,Spain,Spain (R),S,Austria,C,0
2004,Cyprus,Cyprus (R),S,Germany,C,8
2004,Greece,Greece (R),S,Germany,C,7
2004,Malta,Malta (R),S,Germany,C,0
2004,Spain,Spain (R),S,Germany,C,2
2004,Cyprus,Cyprus (R),S,Slovenia,C,1
2004,Greece,Greece (R),S,Slovenia,C,6
2004,Malta,Malta (R),S,Slovenia,C,0
2004,Spain,Spain (R),S,Slovenia,C,0
2004,Cyprus,Cyprus (R),S,Switzerland,C,2
2004,Greece,Greece (R),S,Switzerland,C,4
2004,Malta,Malta (R),S,Switzerland,C,0
2004,Spain,Spain (R),S,Switzerland,C,6
2004,Belgium,Belgium (R),W,Austria,C,0
2004,France,France (R),W,Austria,C,0
2004,Ireland,Ireland (R),W,Austria,C,0
2004,Netherlands,Netherlands (R),W,Austria,C,0
2004,United Kingdom,United Kingdom (R),W,Austria,C,0
2004,Belgium,Belgium (R),W,Germany,C,0
2004,France,France (R),W,Germany,C,0
2004,Ireland,Ireland (R),W,Germany,C,0
2004,Netherlands,Netherlands (R),W,Germany,C,0
2004,United Kingdom,United Kingdom (R),W,Germany,C,0
2004,Belgium,Belgium (R),W,Slovenia,C,0
2004,France,France (R),W,Slovenia,C,0
2004,Ireland,Ireland (R),W,Slovenia,C,0
2004,Netherlands,Netherlands (R),W,Slovenia,C,0
2004,United Kingdom,United Kingdom (R),W,Slovenia,C,0
2004,Belgium,Belgium (R),W,Switzerland,C,0
2004,France,France (R),W,Switzerland,C,0
2004,Ireland,Ireland (R),W,Switzerland,C,0
2004,Netherlands,Netherlands (R),W,Switzerland,C,0
2004,United Kingdom,United Kingdom (R),W,Switzerland,C,0
2004,Iceland,Iceland (R),N,Austria,C,0
2004,Norway,Norway (R),N,Austria,C,0
2004,Sweden,Sweden (R),N,Austria,C,1
2004,Iceland,Iceland (R),N,Germany,C,0
2004,Norway,Norway (R),N,Germany,C,0
2004,Sweden,Sweden (R),N,Germany,C,3
2004,Iceland,Iceland (R),N,Slovenia,C,0
2004,Norway,Norway (R),N,Slovenia,C,0
2004,Sweden,Sweden (R),N,Slovenia,C,2
2004,Iceland,Iceland (R),N,Switzerland,C,0
2004,Norway,Norway (R),N,Switzerland,C,0
2004,Sweden,Sweden (R),N,Switzerland,C,0
2004,Russia,Russia (R),A,Andorra,S,0
2004,Turkey,Turkey (R),A,Andorra,S,3
2004,Russia,Russia (R),A,Cyprus,S,6
2004,Turkey,Turkey (R),A,Cyprus,S,4
2004,Russia,Russia (R),A,Greece,S,2
2004,Turkey,Turkey (R),A,Greece,S,6
2004,Russia,Russia (R),A,Malta,S,0
2004,Turkey,Turkey (R),A,Malta,S,0
2004,Russia,Russia (R),A,Portugal,S,0
2004,Turkey,Turkey (R),A,Portugal,S,0
2004,Russia,Russia (R),A,Spain,S,0
2004,Turkey,Turkey (R),A,Spain,S,2
2004,Ukraine,Ukraine (R),E,Andorra,S,10
2004,Ukraine,Ukraine (R),E,Cyprus,S,8
2004,Ukraine,Ukraine (R),E,Greece,S,7
2004,Ukraine,Ukraine (R),E,Malta,S,8
2004,Ukraine,Ukraine (R),E,Portugal,S,10
2004,Ukraine,Ukraine (R),E,Spain,S,8
2004,Poland,Poland (R),CE,Andorra,S,0
2004,Romania,Romania (R),CE,Andorra,S,0
2004,Poland,Poland (R),CE,Cyprus,S,2
2004,Romania,Romania (R),CE,Cyprus,S,3
2004,Poland,Poland (R),CE,Greece,S,4
2004,Romania,Romania (R),CE,Greece,S,0
2004,Poland,Poland (R),CE,Malta,S,0
2004,Romania,Romania (R),CE,Malta,S,0
2004,Poland,Poland (R),CE,Portugal,S,0
2004,Romania,Romania (R),CE,Portugal,S,4
2004,Poland,Poland (R),CE,Spain,S,1
2004,Romania,Romania (R),CE,Spain,S,10
2004,Albania,Albania (R),SE,Andorra,S,0
2004,Bosnia-Herzegovina,Bosnia-Herzegovina (R),SE,Andorra,S,0
2004,Croatia,Croatia (R),SE,Andorra,S,0
2004,Macedonia,Macedonia (R),SE,Andorra,S,0
2004,Serbia and Montenegro,Serbia and Montenegro (R),SE,Andorra,S,2
2004,Albania,Albania (R),SE,Cyprus,S,0
2004,Bosnia-Herzegovina,Bosnia-Herzegovina (R),SE,Cyprus,S,0
2004,Croatia,Croatia (R),SE,Cyprus,S,0
2004,Macedonia,Macedonia (R),SE,Cyprus,S,0
2004,Serbia and Montenegro,Serbia and Montenegro (R),SE,Cyprus,S,10
2004,Albania,Albania (R),SE,Greece,S,10
2004,Bosnia-Herzegovina,Bosnia-Herzegovina (R),SE,Greece,S,0
2004,Croatia,Croatia (R),SE,Greece,S,0
2004,Macedonia,Macedonia (R),SE,Greece,S,0
2004,Serbia and Montenegro,Serbia and Montenegro (R),SE,Greece,S,8
2004,Albania,Albania (R),SE,Malta,S,10
2004,Bosnia-Herzegovina,Bosnia-Herzegovina (R),SE,Malta,S,0
2004,Croatia,Croatia (R),SE,Malta,S,0
2004,Macedonia,Macedonia (R),SE,Malta,S,1
2004,Serbia and Montenegro,Serbia and Montenegro (R),SE,Malta,S,6
2004,Albania,Albania (R),SE,Portugal,S,0
2004,Bosnia-Herzegovina,Bosnia-Herzegovina (R),SE,Portugal,S,0
2004,Croatia,Croatia (R),SE,Portugal,S,0
2004,Macedonia,Macedonia (R),SE,Portugal,S,0
2004,Serbia and Montenegro,Serbia and Montenegro (R),SE,Portugal,S,7
2004,Albania,Albania (R),SE,Spain,S,0
2004,Bosnia-Herzegovina,Bosnia-Herzegovina (R),SE,Spain,S,0
2004,Croatia,Croatia (R),SE,Spain,S,0
2004,Macedonia,Macedonia (R),SE,Spain,S,0
2004,Serbia and Montenegro,Serbia and Montenegro (R),SE,Spain,S,6
2004,Austria,Austria (R),C,Andorra,S,0
2004,Germany,Germany (R),C,Andorra,S,0
2004,Austria,Austria (R),C,Cyprus,S,0
2004,Germany,Germany (R),C,Cyprus,S,0
2004,Austria,Austria (R),C,Greece,S,5
2004,Germany,Germany (R),C,Greece,S,0
2004,Austria,Austria (R),C,Malta,S,0
2004,Germany,Germany (R),C,Malta,S,0
2004,Austria,Austria (R),C,Portugal,S,0
2004,Germany,Germany (R),C,Portugal,S,8
2004,Austria,Austria (R),C,Spain,S,0
2004,Germany,Germany (R),C,Spain,S,12
2004,Cyprus,Cyprus (R),S,Andorra,S,4
2004,Greece,Greece (R),S,Andorra,S,8
2004,Malta,Malta (R),S,Andorra,S,6
2004,Spain,Spain (R),S,Andorra,S,12
2004,Greece,Greece (R),S,Cyprus,S,12
2004,Malta,Malta (R),S,Cyprus,S,0
2004,Spain,Spain (R),S,Cyprus,S,7
2004,Cyprus,Cyprus (R),S,Greece,S,12
2004,Malta,Malta (R),S,Greece,S,1
2004,Spain,Spain (R),S,Greece,S,3
2004,Cyprus,Cyprus (R),S,Malta,S,7
2004,Greece,Greece (R),S,Malta,S,12
2004,Spain,Spain (R),S,Malta,S,3
2004,Cyprus,Cyprus (R),S,Portugal,S,3
2004,Greece,Greece (R),S,Portugal,S,6
2004,Malta,Malta (R),S,Portugal,S,1
2004,Spain,Spain (R),S,Portugal,S,12
2004,Cyprus,Cyprus (R),S,Spain,S,3
2004,Greece,Greece (R),S,Spain,S,7
2004,Malta,Malta (R),S,Spain,S,0
2004,Belgium,Belgium (R),W,Andorra,S,1
2004,France,France (R),W,Andorra,S,7
2004,Ireland,Ireland (R),W,Andorra,S,0
2004,Netherlands,Netherlands (R),W,Andorra,S,0
2004,United Kingdom,United Kingdom (R),W,Andorra,S,0
2004,Belgium,Belgium (R),W,Cyprus,S,1
2004,France,France (R),W,Cyprus,S,0
2004,Ireland,Ireland (R),W,Cyprus,S,0
2004,Netherlands,Netherlands (R),W,Cyprus,S,0
2004,United Kingdom,United Kingdom (R),W,Cyprus,S,0
2004,Belgium,Belgium (R),W,Greece,S,0
2004,France,France (R),W,Greece,S,0
2004,Ireland,Ireland (R),W,Greece,S,0
2004,Netherlands,Netherlands (R),W,Greece,S,0
2004,United Kingdom,United Kingdom (R),W,Greece,S,0
2004,Belgium,Belgium (R),W,Malta,S,0
2004,France,France (R),W,Malta,S,0
2004,Ireland,Ireland (R),W,Malta,S,0
2004,Netherlands,Netherlands (R),W,Malta,S,2
2004,United Kingdom,United Kingdom (R),W,Malta,S,4
2004,Belgium,Belgium (R),W,Portugal,S,0
2004,France,France (R),W,Portugal,S,2
2004,Ireland,Ireland (R),W,Portugal,S,0
2004,Netherlands,Netherlands (R),W,Portugal,S,0
2004,United Kingdom,United Kingdom (R),W,Portugal,S,0
2004,Belgium,Belgium (R),W,Spain,S,0
2004,France,France (R),W,Spain,S,4
2004,Ireland,Ireland (R),W,Spain,S,0
2004,Netherlands,Netherlands (R),W,Spain,S,0
2004,United Kingdom,United Kingdom (R),W,Spain,S,0
2004,Iceland,Iceland (R),N,Andorra,S,0
2004,Norway,Norway (R),N,Andorra,S,0
2004,Sweden,Sweden (R),N,Andorra,S,5
2004,Iceland,Iceland (R),N,Cyprus,S,0
2004,Norway,Norway (R),N,Cyprus,S,0
2004,Sweden,Sweden (R),N,Cyprus,S,5
2004,Iceland,Iceland (R),N,Greece,S,0
2004,Norway,Norway (R),N,Greece,S,0
2004,Sweden,Sweden (R),N,Greece,S,0
2004,Iceland,Iceland (R),N,Malta,S,0
2004,Norway,Norway (R),N,Malta,S,0
2004,Sweden,Sweden (R),N,Malta,S,5
2004,Iceland,Iceland (R),N,Portugal,S,0
2004,Norway,Norway (R),N,Portugal,S,0
2004,Sweden,Sweden (R),N,Portugal,S,5
2004,Iceland,Iceland (R),N,Spain,S,0
2004,Norway,Norway (R),N,Spain,S,0
2004,Sweden,Sweden (R),N,Spain,S,5
2004,Russia,Russia (R),A,Belgium,W,0
2004,Turkey,Turkey (R),A,Belgium,W,12
2004,Russia,Russia (R),A,France,W,0
2004,Turkey,Turkey (R),A,France,W,12
2004,Russia,Russia (R),A,Ireland,W,0
2004,Turkey,Turkey (R),A,Ireland,W,1
2004,Russia,Russia (R),A,Monaco,W,0
2004,Turkey,Turkey (R),A,Monaco,W,8
2004,Russia,Russia (R),A,Netherlands,W,0
2004,Turkey,Turkey (R),A,Netherlands,W,12
2004,Russia,Russia (R),A,United Kingdom,W,0
2004,Turkey,Turkey (R),A,United Kingdom,W,6
2004,Ukraine,Ukraine (R),E,Belgium,W,5
2004,Ukraine,Ukraine (R),E,France,W,2
2004,Ukraine,Ukraine (R),E,Ireland,W,7
2004,Ukraine,Ukraine (R),E,Monaco,W,6
2004,Ukraine,Ukraine (R),E,Netherlands,W,7
2004,Ukraine,Ukraine (R),E,United Kingdom,W,5
2004,Poland,Poland (R),CE,Belgium,W,0
2004,Romania,Romania (R),CE,Belgium,W,0
2004,Poland,Poland (R),CE,France,W,0
2004,Romania,Romania (R),CE,France,W,0
2004,Poland,Poland (R),CE,Ireland,W,0
2004,Romania,Romania (R),CE,Ireland,W,0
2004,Poland,Poland (R),CE,Monaco,W,0
